2014-11-14T01:10:17Z 3600 3600 196.096 200.006 219.061 1.977
2014-11-14T02:10:19Z 3600 3600 196.22 199.965 215.828 1.95
2014-11-14T03:10:22Z 3600 3600 196.231 200.045 207.445 1.912
2014-11-14T04:10:24Z 3600 3599 196.208 200.033 242.071 2.084
2014-11-14T05:10:27Z 3600 3600 196.244 200.003 207.391 1.919
2014-11-14T06:10:29Z 3600 3599 196.13 200.03 204.729 1.888
2014-11-14T07:10:32Z 3600 3599 196.115 200.197 766.037 9.637
2014-11-14T08:10:36Z 3600 3600 196.183 200.014 219.958 1.949
2014-11-14T09:10:38Z 3600 3600 196.175 200.034 207.203 1.885
2014-11-14T10:10:40Z 3600 3600 196.144 199.99 204.532 1.909
2014-11-14T11:10:43Z 3600 3600 196.04 200.04 211.352 1.994
2014-11-14T12:10:45Z 3600 3600 196.207 200.055 210.479 1.89
2014-11-14T13:10:47Z 3600 3600 196.197 200.052 205.735 1.899
2014-11-14T14:10:49Z 3600 3600 196.177 200.072 227.18 1.946
2014-11-14T15:10:51Z 3600 3598 196.156 200.104 219.651 1.967
2014-11-14T16:10:54Z 3600 3598 196.227 200.117 207.967 1.9
2014-11-14T17:10:57Z 3600 3600 196.149 200.063 204.821 1.943
2014-11-14T18:10:59Z 3600 3600 196.229 199.989 210.4 1.997
2014-11-14T19:11:01Z 3600 3600 196.167 199.974 210.768 1.94
2014-11-14T20:11:04Z 3600 3600 196.196 200.016 206.268 1.934
2014-11-14T21:11:06Z 3600 3600 196.167 200.112 223.545 1.947
2014-11-14T22:11:08Z 3600 3600 196.252 200.032 226.678 1.954
2014-11-14T23:11:10Z 3600 3600 196.204 200.304 212.435 1.822
2014-11-15T00:11:12Z 3600 3599 196.29 200.3 224.22 1.872
2014-11-15T01:11:15Z 3600 3600 196.255 200.06 215.766 1.972
2014-11-15T02:11:17Z 3600 3600 196.275 200.138 232.362 2.035
2014-11-15T03:11:19Z 3600 3600 196.347 200.151 214.679 1.976
2014-11-15T04:11:21Z 3600 3600 196.288 200.755 248.484 3.848
2014-11-15T05:11:23Z 3600 3600 196.284 200.262 209.498 2
2014-11-15T06:11:25Z 3600 3600 196.342 200.85 232.292 2.643
2014-11-15T07:11:27Z 3600 3600 196.279 200.815 231.016 2.576
2014-11-15T08:11:30Z 3600 3600 196.322 200.499 698.074 9.747
2014-11-15T09:11:32Z 3600 3599 196.317 200.471 1291.65 8 18.299
2014-11-15T10:11:36Z 3600 3600 196.286 200.188 221.264 1.99
2014-11-15T11:11:38Z 3600 3600 196.334 200.147 210.036 1.964
2014-11-15T12:11:40Z 3600 3600 196.349 200.969 246.605 4.644
2014-11-15T13:11:42Z 3600 3600 196.412 200.755 246.933 3.01
2014-11-15T14:11:44Z 3600 3600 196.432 210.543 248.87 10.311
2014-11-15T15:11:47Z 3600 3600 196.454 203.956 248.328 6.347
2014-11-15T16:11:49Z 3600 3600 196.371 201.013 250.095 3.327
2014-11-15T17:11:51Z 3600 3599 196.35 200.783 1231.18 7 17.313
2014-11-15T18:11:56Z 3600 3600 196.256 200.252 210.722 1.916
2014-11-15T19:11:58Z 3600 3600 196.291 200.121 211.071 1.901
2014-11-15T20:12:00Z 3600 3600 196.271 200.129 209.869 1.932
